,location,date,vaccine,total_vaccinations
43769,European Union,2021-03-02,Moderna,1309933
43770,European Union,2021-03-02,Novavax,15
43771,European Union,2021-03-02,Oxford/AstraZeneca,3420997
43772,European Union,2021-03-02,Pfizer/BioNTech,29986051
43773,European Union,2021-03-02,Sinopharm/Beijing,162252
43774,European Union,2021-03-02,Sinovac,605
43775,European Union,2021-03-02,Sputnik V,19342
43776,European Union,2021-03-02,Valneva,0
43777,European Union,2021-03-03,Covaxin,8
43778,European Union,2021-03-03,Johnson&Johnson,239
43779,European Union,2021-03-03,Moderna,1351105
43780,European Union,2021-03-03,Novavax,15
43781,European Union,2021-03-03,Oxford/AstraZeneca,3624257
43782,European Union,2021-03-03,Pfizer/BioNTech,30438754
43783,European Union,2021-03-03,Sinopharm/Beijing,162252
43784,European Union,2021-03-03,Sinovac,605
43785,European Union,2021-03-03,Sputnik V,19342
43786,European Union,2021-03-03,Valneva,0
43787,European Union,2021-03-04,Covaxin,8
43788,European Union,2021-03-04,Johnson&Johnson,239
43789,European Union,2021-03-04,Moderna,1401475
43790,European Union,2021-03-04,Novavax,15
43791,European Union,2021-03-04,Oxford/AstraZeneca,3879338
43792,European Union,2021-03-04,Pfizer/BioNTech,30901356
43793,European Union,2021-03-04,Sinopharm/Beijing,162252
43794,European Union,2021-03-04,Sinovac,605
43795,European Union,2021-03-04,Sputnik V,19342
43796,European Union,2021-03-04,Valneva,0
43797,European Union,2021-03-05,Covaxin,9
43798,European Union,2021-03-05,Johnson&Johnson,325
43799,European Union,2021-03-05,Moderna,1749521
43800,European Union,2021-03-05,Novavax,17
43801,European Union,2021-03-05,Oxford/AstraZeneca,5289947
43802,European Union,2021-03-05,Pfizer/BioNTech,33370356
43803,European Union,2021-03-05,Sinopharm/Beijing,368797
43804,European Union,2021-03-05,Sinovac,736
43805,European Union,2021-03-05,Sputnik V,22785
43806,European Union,2021-03-05,Valneva,0
43807,European Union,2021-03-06,Covaxin,9
43808,European Union,2021-03-06,Johnson&Johnson,334
43809,European Union,2021-03-06,Moderna,1788048
43810,European Union,2021-03-06,Novavax,17
43811,European Union,2021-03-06,Oxford/AstraZeneca,5571948
43812,European Union,2021-03-06,Pfizer/BioNTech,33719445
43813,European Union,2021-03-06,Sinopharm/Beijing,368797
43814,European Union,2021-03-06,Sinovac,736
43815,European Union,2021-03-06,Sputnik V,22785
43816,European Union,2021-03-06,Valneva,0
43817,European Union,2021-03-07,Covaxin,9
43818,European Union,2021-03-07,Johnson&Johnson,338
43819,European Union,2021-03-07,Moderna,1814448
43820,European Union,2021-03-07,Novavax,17
43821,European Union,2021-03-07,Oxford/AstraZeneca,5735954
43822,European Union,2021-03-07,Pfizer/BioNTech,33963461
43823,European Union,2021-03-07,Sinopharm/Beijing,368798
43824,European Union,2021-03-07,Sinovac,736
43825,European Union,2021-03-07,Sputnik V,22785
43826,European Union,2021-03-07,Valneva,0
43827,European Union,2021-03-08,Covaxin,9
43828,European Union,2021-03-08,Johnson&Johnson,350
43829,European Union,2021-03-08,Moderna,1858401
43830,European Union,2021-03-08,Novavax,17
43831,European Union,2021-03-08,Oxford/AstraZeneca,5948122
43832,European Union,2021-03-08,Pfizer/BioNTech,34365193
43833,European Union,2021-03-08,Sinopharm/Beijing,368798
43834,European Union,2021-03-08,Sinovac,736
43835,European Union,2021-03-08,Sputnik V,22785
43836,European Union,2021-03-08,Valneva,0
43837,European Union,2021-03-09,Covaxin,9
43838,European Union,2021-03-09,Johnson&Johnson,353
43839,European Union,2021-03-09,Moderna,1910811
43840,European Union,2021-03-09,Novavax,17
43841,European Union,2021-03-09,Oxford/AstraZeneca,6210978
43842,European Union,2021-03-09,Pfizer/BioNTech,34821496
43843,European Union,2021-03-09,Sinopharm/Beijing,368798
43844,European Union,2021-03-09,Sinovac,736
43845,European Union,2021-03-09,Sputnik V,22785
43846,European Union,2021-03-09,Valneva,0
43847,European Union,2021-03-10,Covaxin,9
43848,European Union,2021-03-10,Johnson&Johnson,361
43849,European Union,2021-03-10,Moderna,1959968
43850,European Union,2021-03-10,Novavax,17
43851,European Union,2021-03-10,Oxford/AstraZeneca,6497290
43852,European Union,2021-03-10,Pfizer/BioNTech,35330560
43853,European Union,2021-03-10,Sinopharm/Beijing,368798
43854,European Union,2021-03-10,Sinovac,736
43855,European Union,2021-03-10,Sputnik V,22785
43856,European Union,2021-03-10,Valneva,0
43857,European Union,2021-03-11,Covaxin,9
43858,European Union,2021-03-11,Johnson&Johnson,373
43859,European Union,2021-03-11,Moderna,2012821
43860,European Union,2021-03-11,Novavax,17
43861,European Union,2021-03-11,Oxford/AstraZeneca,6842216
43862,European Union,2021-03-11,Pfizer/BioNTech,35855746
43863,European Union,2021-03-11,Sinopharm/Beijing,368798
43864,European Union,2021-03-11,Sinovac,736
43865,European Union,2021-03-11,Sputnik V,22785
43866,European Union,2021-03-11,Valneva,0
43867,European Union,2021-03-12,Covaxin,9
43868,European Union,2021-03-12,Johnson&Johnson,514
43869,European Union,2021-03-12,Moderna,2307615
43870,European Union,2021-03-12,Novavax,22
43871,European Union,2021-03-12,Oxford/AstraZeneca,8514339
43872,European Union,2021-03-12,Pfizer/BioNTech,38433332
43873,European Union,2021-03-12,Sinopharm/Beijing,492619
43874,European Union,2021-03-12,Sinovac,860
43875,European Union,2021-03-12,Sputnik V,54762
43876,European Union,2021-03-12,Valneva,0
43877,European Union,2021-03-13,Covaxin,9
43878,European Union,2021-03-13,Johnson&Johnson,523
43879,European Union,2021-03-13,Moderna,2346050
43880,European Union,2021-03-13,Novavax,22
43881,European Union,2021-03-13,Oxford/AstraZeneca,8839427
43882,European Union,2021-03-13,Pfizer/BioNTech,38803908
43883,European Union,2021-03-13,Sinopharm/Beijing,492619
43884,European Union,2021-03-13,Sinovac,860
43885,European Union,2021-03-13,Sputnik V,54762
43886,European Union,2021-03-13,Valneva,0
43887,European Union,2021-03-14,Covaxin,9
43888,European Union,2021-03-14,Johnson&Johnson,532
43889,European Union,2021-03-14,Moderna,2367728
43890,European Union,2021-03-14,Novavax,22
43891,European Union,2021-03-14,Oxford/AstraZeneca,8977446
43892,European Union,2021-03-14,Pfizer/BioNTech,39043342
43893,European Union,2021-03-14,Sinopharm/Beijing,492619
43894,European Union,2021-03-14,Sinovac,861
43895,European Union,2021-03-14,Sputnik V,54762
43896,European Union,2021-03-14,Valneva,0
43897,European Union,2021-03-15,Covaxin,9
43898,European Union,2021-03-15,Johnson&Johnson,543
43899,European Union,2021-03-15,Moderna,2419490
43900,European Union,2021-03-15,Novavax,22
43901,European Union,2021-03-15,Oxford/AstraZeneca,9183603
43902,European Union,2021-03-15,Pfizer/BioNTech,39491834
43903,European Union,2021-03-15,Sinopharm/Beijing,492620
43904,European Union,2021-03-15,Sinovac,861
43905,European Union,2021-03-15,Sputnik V,54762
43906,European Union,2021-03-15,Valneva,0
43907,European Union,2021-03-16,Covaxin,9
43908,European Union,2021-03-16,Johnson&Johnson,565
43909,European Union,2021-03-16,Moderna,2485846
43910,European Union,2021-03-16,Novavax,22
43911,European Union,2021-03-16,Oxford/AstraZeneca,9202108
43912,European Union,2021-03-16,Pfizer/BioNTech,40017641
43913,European Union,2021-03-16,Sinopharm/Beijing,492620
43914,European Union,2021-03-16,Sinovac,861
43915,European Union,2021-03-16,Sputnik V,54762
43916,European Union,2021-03-16,Valneva,0
43917,European Union,2021-03-17,Covaxin,9
43918,European Union,2021-03-17,Johnson&Johnson,593
43919,European Union,2021-03-17,Moderna,2556869
43920,European Union,2021-03-17,Novavax,22
43921,European Union,2021-03-17,Oxford/AstraZeneca,9219549
43922,European Union,2021-03-17,Pfizer/BioNTech,40592333
43923,European Union,2021-03-17,Sinopharm/Beijing,492620
43924,European Union,2021-03-17,Sinovac,861
43925,European Union,2021-03-17,Sputnik V,54762
43926,European Union,2021-03-17,Valneva,0
43927,European Union,2021-03-18,Covaxin,9
43928,European Union,2021-03-18,Johnson&Johnson,619
43929,European Union,2021-03-18,Moderna,2630562
43930,European Union,2021-03-18,Novavax,22
43931,European Union,2021-03-18,Oxford/AstraZeneca,9238976
43932,European Union,2021-03-18,Pfizer/BioNTech,41172756
43933,European Union,2021-03-18,Sinopharm/Beijing,492620
43934,European Union,2021-03-18,Sinovac,861
43935,European Union,2021-03-18,Sputnik V,54762
43936,European Union,2021-03-18,Valneva,0
43937,European Union,2021-03-19,Covaxin,10
43938,European Union,2021-03-19,Johnson&Johnson,838
43939,European Union,2021-03-19,Moderna,3025120
43940,European Union,2021-03-19,Novavax,25
43941,European Union,2021-03-19,Oxford/AstraZeneca,9972140
43942,European Union,2021-03-19,Pfizer/BioNTech,44025508
43943,European Union,2021-03-19,Sinopharm/Beijing,505328
43944,European Union,2021-03-19,Sinovac,1030
43945,European Union,2021-03-19,Sputnik V,143353
43946,European Union,2021-03-19,Valneva,0
43947,European Union,2021-03-20,Covaxin,10
43948,European Union,2021-03-20,Johnson&Johnson,851
43949,European Union,2021-03-20,Moderna,3085986
43950,European Union,2021-03-20,Novavax,25
43951,European Union,2021-03-20,Oxford/AstraZeneca,10169695
43952,European Union,2021-03-20,Pfizer/BioNTech,44411567
43953,European Union,2021-03-20,Sinopharm/Beijing,505328
43954,European Union,2021-03-20,Sinovac,1030
43955,European Union,2021-03-20,Sputnik V,143353
43956,European Union,2021-03-20,Valneva,0
43957,European Union,2021-03-21,Covaxin,10
43958,European Union,2021-03-21,Johnson&Johnson,857
43959,European Union,2021-03-21,Moderna,3127404
43960,European Union,2021-03-21,Novavax,25
43961,European Union,2021-03-21,Oxford/AstraZeneca,10281939
43962,European Union,2021-03-21,Pfizer/BioNTech,44659304
43963,European Union,2021-03-21,Sinopharm/Beijing,505330
43964,European Union,2021-03-21,Sinovac,1030
43965,European Union,2021-03-21,Sputnik V,143353
43966,European Union,2021-03-21,Valneva,0
43967,European Union,2021-03-22,Covaxin,10
43968,European Union,2021-03-22,Johnson&Johnson,861
43969,European Union,2021-03-22,Moderna,3193510
43970,European Union,2021-03-22,Novavax,25
43971,European Union,2021-03-22,Oxford/AstraZeneca,10486450
43972,European Union,2021-03-22,Pfizer/BioNTech,45146194
43973,European Union,2021-03-22,Sinopharm/Beijing,505330
43974,European Union,2021-03-22,Sinovac,1030
43975,European Union,2021-03-22,Sputnik V,143353
43976,European Union,2021-03-22,Valneva,0
43977,European Union,2021-03-23,Covaxin,10
43978,European Union,2021-03-23,Johnson&Johnson,876
43979,European Union,2021-03-23,Moderna,3263681
43980,European Union,2021-03-23,Novavax,25
43981,European Union,2021-03-23,Oxford/AstraZeneca,10772741
43982,European Union,2021-03-23,Pfizer/BioNTech,45712728
43983,European Union,2021-03-23,Sinopharm/Beijing,505330
43984,European Union,2021-03-23,Sinovac,1030
43985,European Union,2021-03-23,Sputnik V,143353
43986,European Union,2021-03-23,Valneva,0
43987,European Union,2021-03-24,Covaxin,10
43988,European Union,2021-03-24,Johnson&Johnson,885
43989,European Union,2021-03-24,Moderna,3351789
43990,European Union,2021-03-24,Novavax,25
43991,European Union,2021-03-24,Oxford/AstraZeneca,11069721
43992,European Union,2021-03-24,Pfizer/BioNTech,46334111
43993,European Union,2021-03-24,Sinopharm/Beijing,505331
43994,European Union,2021-03-24,Sinovac,1030
43995,European Union,2021-03-24,Sputnik V,143353
43996,European Union,2021-03-24,Valneva,0
43997,European Union,2021-03-25,Covaxin,10
43998,European Union,2021-03-25,Johnson&Johnson,890
43999,European Union,2021-03-25,Moderna,3440073
44000,European Union,2021-03-25,Novavax,25
44001,European Union,2021-03-25,Oxford/AstraZeneca,11442109
44002,European Union,2021-03-25,Pfizer/BioNTech,46973799
44003,European Union,2021-03-25,Sinopharm/Beijing,505331
44004,European Union,2021-03-25,Sinovac,1030
44005,European Union,2021-03-25,Sputnik V,143353
44006,European Union,2021-03-25,Valneva,0
44007,European Union,2021-03-26,Covaxin,12
44008,European Union,2021-03-26,Johnson&Johnson,1050
44009,European Union,2021-03-26,Moderna,3927355
44010,European Union,2021-03-26,Novavax,28
44011,European Union,2021-03-26,Oxford/AstraZeneca,13290588
44012,European Union,2021-03-26,Pfizer/BioNTech,50277014
44013,European Union,2021-03-26,Sinopharm/Beijing,687654
44014,European Union,2021-03-26,Sinovac,1338
44015,European Union,2021-03-26,Sputnik V,233921
44016,European Union,2021-03-26,Valneva,0
44017,European Union,2021-03-27,Covaxin,12
44018,European Union,2021-03-27,Johnson&Johnson,1061
44019,European Union,2021-03-27,Moderna,4007895
44020,European Union,2021-03-27,Novavax,28
44021,European Union,2021-03-27,Oxford/AstraZeneca,13541734
44022,European Union,2021-03-27,Pfizer/BioNTech,50754072
44023,European Union,2021-03-27,Sinopharm/Beijing,687654
44024,European Union,2021-03-27,Sinovac,1340
44025,European Union,2021-03-27,Sputnik V,233921
44026,European Union,2021-03-27,Valneva,0
44027,European Union,2021-03-28,Covaxin,12
44028,European Union,2021-03-28,Johnson&Johnson,1065
44029,European Union,2021-03-28,Moderna,4060407
44030,European Union,2021-03-28,Novavax,28
44031,European Union,2021-03-28,Oxford/AstraZeneca,13674994
44032,European Union,2021-03-28,Pfizer/BioNTech,51057068
44033,European Union,2021-03-28,Sinopharm/Beijing,687655
44034,European Union,2021-03-28,Sinovac,1341
44035,European Union,2021-03-28,Sputnik V,233921
44036,European Union,2021-03-28,Valneva,0
44037,European Union,2021-03-29,Covaxin,12
44038,European Union,2021-03-29,Johnson&Johnson,1069
44039,European Union,2021-03-29,Moderna,4144466
44040,European Union,2021-03-29,Novavax,28
44041,European Union,2021-03-29,Oxford/AstraZeneca,13906955
44042,European Union,2021-03-29,Pfizer/BioNTech,51642224
44043,European Union,2021-03-29,Sinopharm/Beijing,687656
44044,European Union,2021-03-29,Sinovac,1341
44045,European Union,2021-03-29,Sputnik V,233921
44046,European Union,2021-03-29,Valneva,0
44047,European Union,2021-03-30,Covaxin,12
44048,European Union,2021-03-30,Johnson&Johnson,1081
44049,European Union,2021-03-30,Moderna,4243724
44050,European Union,2021-03-30,Novavax,28
44051,European Union,2021-03-30,Oxford/AstraZeneca,14177754
44052,European Union,2021-03-30,Pfizer/BioNTech,52341212
44053,European Union,2021-03-30,Sinopharm/Beijing,687657
44054,European Union,2021-03-30,Sinovac,1341
44055,European Union,2021-03-30,Sputnik V,233921
44056,European Union,2021-03-30,Valneva,0
44057,European Union,2021-03-31,Covaxin,12
44058,European Union,2021-03-31,Johnson&Johnson,1108
44059,European Union,2021-03-31,Moderna,4355003
44060,European Union,2021-03-31,Novavax,28
44061,European Union,2021-03-31,Oxford/AstraZeneca,14380187
44062,European Union,2021-03-31,Pfizer/BioNTech,53120577
44063,European Union,2021-03-31,Sinopharm/Beijing,687657
44064,European Union,2021-03-31,Sinovac,1342
44065,European Union,2021-03-31,Sputnik V,233921
44066,European Union,2021-03-31,Valneva,0
44067,European Union,2021-04-01,Covaxin,12
44068,European Union,2021-04-01,Johnson&Johnson,1153
44069,European Union,2021-04-01,Moderna,4472826
44070,European Union,2021-04-01,Novavax,28
44071,European Union,2021-04-01,Oxford/AstraZeneca,14594957
44072,European Union,2021-04-01,Pfizer/BioNTech,53936519
44073,European Union,2021-04-01,Sinopharm/Beijing,687657
44074,European Union,2021-04-01,Sinovac,1342
44075,European Union,2021-04-01,Sputnik V,233921
44076,European Union,2021-04-01,Valneva,0
44077,European Union,2021-04-02,Covaxin,14
44078,European Union,2021-04-02,Johnson&Johnson,1474
44079,European Union,2021-04-02,Moderna,5080683
44080,European Union,2021-04-02,Novavax,32
44081,European Union,2021-04-02,Oxford/AstraZeneca,16184395
44082,European Union,2021-04-02,Pfizer/BioNTech,57466425
44083,European Union,2021-04-02,Sinopharm/Beijing,886277
44084,European Union,2021-04-02,Sinovac,1637
44085,European Union,2021-04-02,Sputnik V,388437
44086,European Union,2021-04-02,Valneva,0
44087,European Union,2021-04-03,Covaxin,14
44088,European Union,2021-04-03,Johnson&Johnson,1481
44089,European Union,2021-04-03,Moderna,5160942
44090,European Union,2021-04-03,Novavax,32
44091,European Union,2021-04-03,Oxford/AstraZeneca,16319527
44092,European Union,2021-04-03,Pfizer/BioNTech,57991608
44093,European Union,2021-04-03,Sinopharm/Beijing,886277
44094,European Union,2021-04-03,Sinovac,1638
44095,European Union,2021-04-03,Sputnik V,388437
44096,European Union,2021-04-03,Valneva,0
44097,European Union,2021-04-04,Covaxin,14
44098,European Union,2021-04-04,Johnson&Johnson,1489
44099,European Union,2021-04-04,Moderna,5199304
44100,European Union,2021-04-04,Novavax,32
44101,European Union,2021-04-04,Oxford/AstraZeneca,16418162
44102,European Union,2021-04-04,Pfizer/BioNTech,58271409
44103,European Union,2021-04-04,Sinopharm/Beijing,886277
44104,European Union,2021-04-04,Sinovac,1638
44105,European Union,2021-04-04,Sputnik V,388437
44106,European Union,2021-04-04,Valneva,0
44107,European Union,2021-04-05,Covaxin,14
44108,European Union,2021-04-05,Johnson&Johnson,1509
44109,European Union,2021-04-05,Moderna,5256304
44110,European Union,2021-04-05,Novavax,32
44111,European Union,2021-04-05,Oxford/AstraZeneca,16553856
44112,European Union,2021-04-05,Pfizer/BioNTech,58636667
44113,European Union,2021-04-05,Sinopharm/Beijing,886277
44114,European Union,2021-04-05,Sinovac,1638
44115,European Union,2021-04-05,Sputnik V,388437
44116,European Union,2021-04-05,Valneva,0
44117,European Union,2021-04-06,Covaxin,14
44118,European Union,2021-04-06,Johnson&Johnson,1599
44119,European Union,2021-04-06,Moderna,5378940
44120,European Union,2021-04-06,Novavax,32
44121,European Union,2021-04-06,Oxford/AstraZeneca,16767581
44122,European Union,2021-04-06,Pfizer/BioNTech,59415191
44123,European Union,2021-04-06,Sinopharm/Beijing,886277
44124,European Union,2021-04-06,Sinovac,1639
44125,European Union,2021-04-06,Sputnik V,388437
44126,European Union,2021-04-06,Valneva,0
