,location,date,vaccine,total_vaccinations
30583,Portugal,2021-08-06,Novavax,89
30584,Portugal,2021-08-06,Oxford/AstraZeneca,2211789
30585,Portugal,2021-08-06,Pfizer/BioNTech,8701471
30586,Portugal,2021-08-06,Sinopharm/Beijing,2222
30587,Portugal,2021-08-06,Sinovac,4624
30588,Portugal,2021-08-13,Covaxin,78
30589,Portugal,2021-08-13,Johnson&Johnson,954855
30590,Portugal,2021-08-13,Moderna,1516924
30591,Portugal,2021-08-13,Novavax,93
30592,Portugal,2021-08-13,Oxford/AstraZeneca,2225264
30593,Portugal,2021-08-13,Pfizer/BioNTech,8967831
30594,Portugal,2021-08-13,Sinopharm/Beijing,2375
30595,Portugal,2021-08-13,Sinovac,4893
30596,Portugal,2021-08-20,Covaxin,82
30597,Portugal,2021-08-20,Johnson&Johnson,1064421
30598,Portugal,2021-08-20,Moderna,1598221
30599,Portugal,2021-08-20,Novavax,97
30600,Portugal,2021-08-20,Oxford/AstraZeneca,2232947
30601,Portugal,2021-08-20,Pfizer/BioNTech,9197284
30602,Portugal,2021-08-20,Sinopharm/Beijing,2503
30603,Portugal,2021-08-20,Sinovac,5262
30604,Portugal,2021-08-27,Johnson&Johnson,1105960
30605,Portugal,2021-08-27,Moderna,1684659
30606,Portugal,2021-08-27,Novavax,100
30607,Portugal,2021-08-27,Oxford/AstraZeneca,2239141
30608,Portugal,2021-08-27,Pfizer/BioNTech,9365192
30609,Portugal,2021-08-27,Sinopharm/Beijing,2634
30610,Portugal,2021-08-27,Sinovac,5527
30611,Portugal,2021-09-03,Covaxin,84
30612,Portugal,2021-09-03,Johnson&Johnson,1121851
30613,Portugal,2021-09-03,Moderna,1779471
30614,Portugal,2021-09-03,Novavax,103
30615,Portugal,2021-09-03,Oxford/AstraZeneca,2243714
30616,Portugal,2021-09-03,Pfizer/BioNTech,9533270
30617,Portugal,2021-09-03,Sinopharm/Beijing,2754
30618,Portugal,2021-09-03,Sinovac,5788
30619,Portugal,2021-09-10,Johnson&Johnson,1125710
30620,Portugal,2021-09-10,Moderna,1827560
30621,Portugal,2021-09-10,Novavax,106
30622,Portugal,2021-09-10,Oxford/AstraZeneca,2246113
30623,Portugal,2021-09-10,Pfizer/BioNTech,9677806
30624,Portugal,2021-09-10,Sinopharm/Beijing,2872
30625,Portugal,2021-09-10,Sinovac,5980
30626,Portugal,2021-09-17,Covaxin,85
30627,Portugal,2021-09-17,Johnson&Johnson,1128717
30628,Portugal,2021-09-17,Moderna,1874162
30629,Portugal,2021-09-17,Novavax,107
30630,Portugal,2021-09-17,Oxford/AstraZeneca,2250238
30631,Portugal,2021-09-17,Pfizer/BioNTech,9792858
30632,Portugal,2021-09-17,Sinopharm/Beijing,2966
30633,Portugal,2021-09-17,Sinovac,6150
30634,Portugal,2021-09-24,Johnson&Johnson,1130632
30635,Portugal,2021-09-24,Moderna,1922840
30636,Portugal,2021-09-24,Novavax,110
30637,Portugal,2021-09-24,Oxford/AstraZeneca,2254679
30638,Portugal,2021-09-24,Pfizer/BioNTech,9832920
30639,Portugal,2021-09-24,Sinopharm/Beijing,3057
30640,Portugal,2021-09-24,Sinovac,6301
30641,Portugal,2021-10-01,Johnson&Johnson,1132240
30642,Portugal,2021-10-01,Moderna,1957354
30643,Portugal,2021-10-01,Oxford/AstraZeneca,2257790
30644,Portugal,2021-10-01,Pfizer/BioNTech,9858605
30645,Portugal,2021-10-01,Sinopharm/Beijing,3128
30646,Portugal,2021-10-01,Sinovac,6399
30647,Portugal,2021-10-08,Johnson&Johnson,1134429
30648,Portugal,2021-10-08,Moderna,1984865
30649,Portugal,2021-10-08,Novavax,111
30650,Portugal,2021-10-08,Oxford/AstraZeneca,2260171
30651,Portugal,2021-10-08,Pfizer/BioNTech,9875350
30652,Portugal,2021-10-08,Sinopharm/Beijing,3195
30653,Portugal,2021-10-08,Sinovac,6470
30654,Portugal,2021-10-15,Johnson&Johnson,1134685
30655,Portugal,2021-10-15,Moderna,2008757
30656,Portugal,2021-10-15,Novavax,114
30657,Portugal,2021-10-15,Oxford/AstraZeneca,2261961
30658,Portugal,2021-10-15,Pfizer/BioNTech,9926224
30659,Portugal,2021-10-15,Sinopharm/Beijing,3261
30660,Portugal,2021-10-15,Sinovac,6526
30661,Portugal,2021-10-22,Johnson&Johnson,1134891
30662,Portugal,2021-10-22,Moderna,2023415
30663,Portugal,2021-10-22,Novavax,116
30664,Portugal,2021-10-22,Oxford/AstraZeneca,2263768
30665,Portugal,2021-10-22,Pfizer/BioNTech,10064568
30666,Portugal,2021-10-22,Sinopharm/Beijing,3317
30667,Portugal,2021-10-22,Sinovac,6592
30668,Portugal,2021-10-29,Johnson&Johnson,1135032
30669,Portugal,2021-10-29,Moderna,2033978
30670,Portugal,2021-10-29,Novavax,117
30671,Portugal,2021-10-29,Oxford/AstraZeneca,2265209
30672,Portugal,2021-10-29,Pfizer/BioNTech,10197109
30673,Portugal,2021-10-29,Sinopharm/Beijing,3374
30674,Portugal,2021-10-29,Sinovac,6634
30675,Portugal,2021-11-05,Johnson&Johnson,1135151
30676,Portugal,2021-11-05,Moderna,2039489
30677,Portugal,2021-11-05,Oxford/AstraZeneca,2265635
30678,Portugal,2021-11-05,Pfizer/BioNTech,10321604
30679,Portugal,2021-11-05,Sinopharm/Beijing,3413
30680,Portugal,2021-11-05,Sinovac,6682
30681,Portugal,2021-11-12,Johnson&Johnson,1135255
30682,Portugal,2021-11-12,Moderna,2052631
30683,Portugal,2021-11-12,Oxford/AstraZeneca,2265972
30684,Portugal,2021-11-12,Pfizer/BioNTech,10508512
30685,Portugal,2021-11-12,Sinopharm/Beijing,3463
30686,Portugal,2021-11-12,Sinovac,6724
30687,Portugal,2021-11-19,Johnson&Johnson,1135323
30688,Portugal,2021-11-19,Moderna,2069475
30689,Portugal,2021-11-19,Novavax,120
30690,Portugal,2021-11-19,Oxford/AstraZeneca,2266381
30691,Portugal,2021-11-19,Pfizer/BioNTech,10771626
30692,Portugal,2021-11-19,Sinopharm/Beijing,3500
30693,Portugal,2021-11-19,Sinovac,6770
30694,Portugal,2021-11-26,Covaxin,86
30695,Portugal,2021-11-26,Johnson&Johnson,1135418
30696,Portugal,2021-11-26,Moderna,2098462
30697,Portugal,2021-11-26,Novavax,122
30698,Portugal,2021-11-26,Oxford/AstraZeneca,2266725
30699,Portugal,2021-11-26,Pfizer/BioNTech,11204171
30700,Portugal,2021-11-26,Sinopharm/Beijing,3535
30701,Portugal,2021-11-26,Sinovac,6812
30702,Portugal,2021-12-03,Covaxin,88
30703,Portugal,2021-12-03,Johnson&Johnson,1135527
30704,Portugal,2021-12-03,Moderna,2148472
30705,Portugal,2021-12-03,Novavax,123
30706,Portugal,2021-12-03,Oxford/AstraZeneca,2267018
30707,Portugal,2021-12-03,Pfizer/BioNTech,11647675
30708,Portugal,2021-12-03,Sinopharm/Beijing,3566
30709,Portugal,2021-12-03,Sinovac,6842
30710,Portugal,2021-12-10,Johnson&Johnson,1135671
30711,Portugal,2021-12-10,Moderna,2237944
30712,Portugal,2021-12-10,Novavax,124
30713,Portugal,2021-12-10,Oxford/AstraZeneca,2267184
30714,Portugal,2021-12-10,Pfizer/BioNTech,12063668
30715,Portugal,2021-12-10,Sinopharm/Beijing,3592
30716,Portugal,2021-12-10,Sinovac,6868
30717,Portugal,2021-12-17,Covaxin,90
30718,Portugal,2021-12-17,Johnson&Johnson,1135812
30719,Portugal,2021-12-17,Moderna,2303069
30720,Portugal,2021-12-17,Oxford/AstraZeneca,2267369
30721,Portugal,2021-12-17,Pfizer/BioNTech,12315994
30722,Portugal,2021-12-17,Sinopharm/Beijing,3621
30723,Portugal,2021-12-17,Sinovac,6902
30724,Portugal,2021-12-24,Johnson&Johnson,1135910
30725,Portugal,2021-12-24,Moderna,2392693
30726,Portugal,2021-12-24,Oxford/AstraZeneca,2267560
30727,Portugal,2021-12-24,Pfizer/BioNTech,12501278
30728,Portugal,2021-12-24,Sinopharm/Beijing,3645
30729,Portugal,2021-12-24,Sinovac,6919
30730,Portugal,2021-12-31,Covaxin,91
30731,Portugal,2021-12-31,Johnson&Johnson,1135968
30732,Portugal,2021-12-31,Moderna,2528255
30733,Portugal,2021-12-31,Oxford/AstraZeneca,2267749
30734,Portugal,2021-12-31,Pfizer/BioNTech,12784712
30735,Portugal,2021-12-31,Sinopharm/Beijing,3659
30736,Portugal,2021-12-31,Sinovac,6931
30737,Portugal,2022-01-07,Johnson&Johnson,1136065
30738,Portugal,2022-01-07,Moderna,2641467
30739,Portugal,2022-01-07,Novavax,125
30740,Portugal,2022-01-07,Oxford/AstraZeneca,2267909
30741,Portugal,2022-01-07,Pfizer/BioNTech,13094539
30742,Portugal,2022-01-07,Sinopharm/Beijing,3677
30743,Portugal,2022-01-07,Sinovac,6949
30744,Portugal,2022-01-14,Johnson&Johnson,1136147
30745,Portugal,2022-01-14,Moderna,2833689
30746,Portugal,2022-01-14,Novavax,126
30747,Portugal,2022-01-14,Oxford/AstraZeneca,2268134
30748,Portugal,2022-01-14,Pfizer/BioNTech,13484224
30749,Portugal,2022-01-14,Sinopharm/Beijing,3698
30750,Portugal,2022-01-14,Sinovac,6973
30751,Portugal,2022-01-21,Johnson&Johnson,1136215
30752,Portugal,2022-01-21,Moderna,3017184
30753,Portugal,2022-01-21,Novavax,128
30754,Portugal,2022-01-21,Oxford/AstraZeneca,2268339
30755,Portugal,2022-01-21,Pfizer/BioNTech,13898366
30756,Portugal,2022-01-21,Sinopharm/Beijing,3713
30757,Portugal,2022-01-21,Sinovac,6984
30758,Portugal,2022-01-28,Johnson&Johnson,1136266
30759,Portugal,2022-01-28,Moderna,3183717
30760,Portugal,2022-01-28,Novavax,129
30761,Portugal,2022-01-28,Oxford/AstraZeneca,2268545
30762,Portugal,2022-01-28,Pfizer/BioNTech,14279625
30763,Portugal,2022-01-28,Sinopharm/Beijing,3735
30764,Portugal,2022-01-28,Sinovac,6992
30765,Portugal,2022-02-04,Covaxin,92
30766,Portugal,2022-02-04,Johnson&Johnson,1136336
30767,Portugal,2022-02-04,Moderna,3334131
30768,Portugal,2022-02-04,Oxford/AstraZeneca,2268701
30769,Portugal,2022-02-04,Pfizer/BioNTech,14562841
30770,Portugal,2022-02-04,Sinopharm/Beijing,3746
30771,Portugal,2022-02-04,Sinovac,7001
30772,Portugal,2022-02-11,Covaxin,93
30773,Portugal,2022-02-11,Johnson&Johnson,1136428
30774,Portugal,2022-02-11,Moderna,3471357
30775,Portugal,2022-02-11,Oxford/AstraZeneca,2268902
30776,Portugal,2022-02-11,Pfizer/BioNTech,14802462
30777,Portugal,2022-02-11,Sinopharm/Beijing,3762
30778,Portugal,2022-02-11,Sinovac,7015
30779,Portugal,2022-02-18,Johnson&Johnson,1136517
30780,Portugal,2022-02-18,Moderna,3533985
30781,Portugal,2022-02-18,Oxford/AstraZeneca,2269111
30782,Portugal,2022-02-18,Pfizer/BioNTech,14919074
30783,Portugal,2022-02-18,Sinopharm/Beijing,3781
30784,Portugal,2022-02-18,Sinovac,7023
30785,Portugal,2022-02-25,Johnson&Johnson,1136581
30786,Portugal,2022-02-25,Moderna,3557021
30787,Portugal,2022-02-25,Oxford/AstraZeneca,2269256
30788,Portugal,2022-02-25,Pfizer/BioNTech,14965944
30789,Portugal,2022-02-25,Sinopharm/Beijing,3792
30790,Portugal,2022-02-25,Sinovac,7032
30791,Portugal,2022-03-04,Johnson&Johnson,1136631
30792,Portugal,2022-03-04,Moderna,3571128
30793,Portugal,2022-03-04,Novavax,130
30794,Portugal,2022-03-04,Oxford/AstraZeneca,2269340
30795,Portugal,2022-03-04,Pfizer/BioNTech,14992559
30796,Portugal,2022-03-04,Sinopharm/Beijing,3803
30797,Portugal,2022-03-04,Sinovac,7040
30798,Portugal,2022-03-11,Johnson&Johnson,1136688
30799,Portugal,2022-03-11,Moderna,3580231
30800,Portugal,2022-03-11,Novavax,131
30801,Portugal,2022-03-11,Oxford/AstraZeneca,2269454
30802,Portugal,2022-03-11,Pfizer/BioNTech,15020012
30803,Portugal,2022-03-11,Sinopharm/Beijing,3824
30804,Portugal,2022-03-11,Sinovac,7048
30805,Portugal,2022-03-18,Johnson&Johnson,1136769
30806,Portugal,2022-03-18,Moderna,3589083
30807,Portugal,2022-03-18,Novavax,133
30808,Portugal,2022-03-18,Oxford/AstraZeneca,2269552
30809,Portugal,2022-03-18,Pfizer/BioNTech,15045272
30810,Portugal,2022-03-18,Sinopharm/Beijing,3829
30811,Portugal,2022-03-18,Sinovac,7053
30812,Portugal,2022-03-25,Johnson&Johnson,1136815
30813,Portugal,2022-03-25,Moderna,3596008
30814,Portugal,2022-03-25,Oxford/AstraZeneca,2269640
30815,Portugal,2022-03-25,Pfizer/BioNTech,15065621
30816,Portugal,2022-03-25,Sinopharm/Beijing,3833
30817,Portugal,2022-03-25,Sinovac,7059
30818,Portugal,2022-04-01,Johnson&Johnson,1136878
30819,Portugal,2022-04-01,Moderna,3604408
30820,Portugal,2022-04-01,Novavax,134
30821,Portugal,2022-04-01,Oxford/AstraZeneca,2269718
30822,Portugal,2022-04-01,Pfizer/BioNTech,15083406
30823,Portugal,2022-04-01,Sinopharm/Beijing,3845
30824,Portugal,2022-04-01,Sinovac,7064
30825,Portugal,2022-04-08,Johnson&Johnson,1136972
30826,Portugal,2022-04-08,Moderna,3612243
30827,Portugal,2022-04-08,Oxford/AstraZeneca,2269733
30828,Portugal,2022-04-08,Pfizer/BioNTech,15099521
30829,Portugal,2022-04-08,Sinopharm/Beijing,3852
30830,Portugal,2022-04-08,Sinovac,7070
30831,Portugal,2022-04-15,Johnson&Johnson,1137030
30832,Portugal,2022-04-15,Moderna,3613297
30833,Portugal,2022-04-15,Oxford/AstraZeneca,2269762
30834,Portugal,2022-04-15,Pfizer/BioNTech,15112921
30835,Portugal,2022-04-15,Sinopharm/Beijing,3854
30836,Portugal,2022-04-15,Sinovac,7075
30837,Portugal,2022-04-22,Johnson&Johnson,1137085
30838,Portugal,2022-04-22,Moderna,3617879
30839,Portugal,2022-04-22,Oxford/AstraZeneca,2269797
30840,Portugal,2022-04-22,Pfizer/BioNTech,15135164
30841,Portugal,2022-04-22,Sinopharm/Beijing,3863
30842,Portugal,2022-04-22,Sinovac,7082
30843,Portugal,2022-04-29,Johnson&Johnson,1137156
30844,Portugal,2022-04-29,Moderna,3621319
30845,Portugal,2022-04-29,Oxford/AstraZeneca,2269848
30846,Portugal,2022-04-29,Pfizer/BioNTech,15153018
30847,Portugal,2022-04-29,Sinopharm/Beijing,3872
30848,Portugal,2022-04-29,Sinovac,7095
30849,Portugal,2022-05-06,Johnson&Johnson,1137200
30850,Portugal,2022-05-06,Moderna,3624872
30851,Portugal,2022-05-06,Novavax,136
30852,Portugal,2022-05-06,Oxford/AstraZeneca,2269878
30853,Portugal,2022-05-06,Pfizer/BioNTech,15172459
30854,Portugal,2022-05-06,Sinopharm/Beijing,3877
30855,Portugal,2022-05-06,Sinovac,7101
30856,Portugal,2022-05-13,Johnson&Johnson,1137245
30857,Portugal,2022-05-13,Moderna,3628134
30858,Portugal,2022-05-13,Oxford/AstraZeneca,2269905
30859,Portugal,2022-05-13,Pfizer/BioNTech,15192516
30860,Portugal,2022-05-13,Sinopharm/Beijing,3880
30861,Portugal,2022-05-13,Sinovac,7104
30862,Portugal,2022-05-20,Johnson&Johnson,1137302
30863,Portugal,2022-05-20,Moderna,3632953
30864,Portugal,2022-05-20,Novavax,137
30865,Portugal,2022-05-20,Oxford/AstraZeneca,2269937
30866,Portugal,2022-05-20,Pfizer/BioNTech,15261501
30867,Portugal,2022-05-20,Sinopharm/Beijing,3886
30868,Portugal,2022-05-20,Sinovac,7111
30869,Portugal,2022-05-27,Johnson&Johnson,1137338
30870,Portugal,2022-05-27,Moderna,3638926
30871,Portugal,2022-05-27,Oxford/AstraZeneca,2269961
30872,Portugal,2022-05-27,Pfizer/BioNTech,15376365
30873,Portugal,2022-05-27,Sinopharm/Beijing,3890
30874,Portugal,2022-05-27,Sinovac,7112
30875,Portugal,2022-06-03,Johnson&Johnson,1137382
30876,Portugal,2022-06-03,Moderna,3648637
30877,Portugal,2022-06-03,Oxford/AstraZeneca,2269982
30878,Portugal,2022-06-03,Pfizer/BioNTech,15525254
30879,Portugal,2022-06-03,Sinopharm/Beijing,3891
30880,Portugal,2022-06-03,Sinovac,7115
30881,Portugal,2022-06-10,Johnson&Johnson,1137440
30882,Portugal,2022-06-10,Moderna,3657626
30883,Portugal,2022-06-10,Novavax,144
30884,Portugal,2022-06-10,Oxford/AstraZeneca,2270011
30885,Portugal,2022-06-10,Pfizer/BioNTech,15650994
30886,Portugal,2022-06-10,Sinopharm/Beijing,3895
30887,Portugal,2022-06-10,Sinovac,7123
30888,Portugal,2022-06-17,Johnson&Johnson,1137466
30889,Portugal,2022-06-17,Moderna,3666118
30890,Portugal,2022-06-17,Novavax,145
30891,Portugal,2022-06-17,Oxford/AstraZeneca,2270040
30892,Portugal,2022-06-17,Pfizer/BioNTech,15748356
30893,Portugal,2022-06-17,Sinopharm/Beijing,3898
30894,Portugal,2022-06-17,Sinovac,7124
30895,Portugal,2022-06-24,Johnson&Johnson,1137497
30896,Portugal,2022-06-24,Moderna,3673083
30897,Portugal,2022-06-24,Novavax,155
30898,Portugal,2022-06-24,Oxford/AstraZeneca,2270077
30899,Portugal,2022-06-24,Pfizer/BioNTech,15822606
30900,Portugal,2022-06-24,Sinopharm/Beijing,3899
30901,Portugal,2022-06-24,Sinovac,7129
30902,Portugal,2022-07-01,Johnson&Johnson,1137521
30903,Portugal,2022-07-01,Moderna,3678197
30904,Portugal,2022-07-01,Oxford/AstraZeneca,2270114
30905,Portugal,2022-07-01,Pfizer/BioNTech,15876590
30906,Portugal,2022-07-01,Sinopharm/Beijing,3902
30907,Portugal,2022-07-01,Sinovac,7132
30908,Portugal,2022-07-08,Johnson&Johnson,1137531
30909,Portugal,2022-07-08,Moderna,3681312
30910,Portugal,2022-07-08,Oxford/AstraZeneca,2270135
30911,Portugal,2022-07-08,Pfizer/BioNTech,15911427
30912,Portugal,2022-07-08,Sinopharm/Beijing,3905
30913,Portugal,2022-07-08,Sinovac,7133
30914,Portugal,2022-07-15,Covaxin,94
30915,Portugal,2022-07-15,Johnson&Johnson,1137541
30916,Portugal,2022-07-15,Moderna,3683767
30917,Portugal,2022-07-15,Oxford/AstraZeneca,2270160
30918,Portugal,2022-07-15,Pfizer/BioNTech,15937320
30919,Portugal,2022-07-15,Sinopharm/Beijing,3911
30920,Portugal,2022-07-15,Sinovac,7135
30921,Portugal,2022-07-22,Johnson&Johnson,1137546
30922,Portugal,2022-07-22,Moderna,3685412
30923,Portugal,2022-07-22,Oxford/AstraZeneca,2270178
30924,Portugal,2022-07-22,Pfizer/BioNTech,15960616
30925,Portugal,2022-07-22,Sinopharm/Beijing,3919
30926,Portugal,2022-07-22,Sinovac,7138
30927,Portugal,2022-07-29,Johnson&Johnson,1137560
30928,Portugal,2022-07-29,Moderna,3686544
30929,Portugal,2022-07-29,Novavax,158
30930,Portugal,2022-07-29,Oxford/AstraZeneca,2270205
30931,Portugal,2022-07-29,Pfizer/BioNTech,15981936
30932,Portugal,2022-07-29,Sinopharm/Beijing,3920
30933,Portugal,2022-07-29,Sinovac,7139
30934,Portugal,2022-08-05,Johnson&Johnson,1137565
30935,Portugal,2022-08-05,Moderna,3687461
30936,Portugal,2022-08-05,Novavax,159
30937,Portugal,2022-08-05,Oxford/AstraZeneca,2270217
30938,Portugal,2022-08-05,Pfizer/BioNTech,15995293
30939,Portugal,2022-08-05,Sinopharm/Beijing,3921
30940,Portugal,2022-08-05,Sinovac,7140
30941,Portugal,2022-08-12,Johnson&Johnson,1137566
30942,Portugal,2022-08-12,Moderna,3688335
30943,Portugal,2022-08-12,Novavax,164
30944,Portugal,2022-08-12,Oxford/AstraZeneca,2270225
30945,Portugal,2022-08-12,Pfizer/BioNTech,16007052
30946,Portugal,2022-08-12,Sinovac,7141
30947,Portugal,2022-08-19,Johnson&Johnson,1137568
30948,Portugal,2022-08-19,Moderna,3689009
30949,Portugal,2022-08-19,Oxford/AstraZeneca,2270233
30950,Portugal,2022-08-19,Pfizer/BioNTech,16016412
30951,Portugal,2022-08-19,Sinopharm/Beijing,3922
30952,Portugal,2022-08-26,Johnson&Johnson,1137569
30953,Portugal,2022-08-26,Moderna,3689624
30954,Portugal,2022-08-26,Oxford/AstraZeneca,2270236
30955,Portugal,2022-08-26,Pfizer/BioNTech,16026318
30956,Portugal,2022-09-02,Johnson&Johnson,1137570
30957,Portugal,2022-09-02,Moderna,3690178
30958,Portugal,2022-09-02,Oxford/AstraZeneca,2270241
30959,Portugal,2022-09-02,Pfizer/BioNTech,16034415
30960,Portugal,2022-09-02,Sinopharm/Beijing,3924
30961,Portugal,2022-09-02,Sinovac,7142
30962,Portugal,2022-09-09,Johnson&Johnson,1137575
30963,Portugal,2022-09-09,Moderna,3690212
30964,Portugal,2022-09-09,Oxford/AstraZeneca,2270246
30965,Portugal,2022-09-09,Pfizer/BioNTech,16101738
30966,Portugal,2022-09-16,Johnson&Johnson,1137577
30967,Portugal,2022-09-16,Moderna,3690258
30968,Portugal,2022-09-16,Oxford/AstraZeneca,2270249
30969,Portugal,2022-09-16,Pfizer/BioNTech,16268401
30970,Portugal,2022-09-23,Johnson&Johnson,1137581
30971,Portugal,2022-09-23,Moderna,3690291
30972,Portugal,2022-09-23,Oxford/AstraZeneca,2270252
30973,Portugal,2022-09-23,Pfizer/BioNTech,16477405
30974,Portugal,2022-09-23,Sinopharm/Beijing,3925
30975,Portugal,2022-09-30,Johnson&Johnson,1137582
30976,Portugal,2022-09-30,Moderna,3696018
30977,Portugal,2022-09-30,Oxford/AstraZeneca,2270257
30978,Portugal,2022-09-30,Pfizer/BioNTech,16701870
30979,Portugal,2022-10-07,Johnson&Johnson,1137584
30980,Portugal,2022-10-07,Moderna,3710936
30981,Portugal,2022-10-07,Oxford/AstraZeneca,2270260
30982,Portugal,2022-10-07,Pfizer/BioNTech,16913394
30983,Portugal,2022-10-14,Moderna,3722396
30984,Portugal,2022-10-14,Oxford/AstraZeneca,2270262
30985,Portugal,2022-10-14,Pfizer/BioNTech,17156882
30986,Portugal,2022-10-21,Johnson&Johnson,1137587
30987,Portugal,2022-10-21,Moderna,3731721
30988,Portugal,2022-10-21,Oxford/AstraZeneca,2270265
30989,Portugal,2022-10-21,Pfizer/BioNTech,17405460
30990,Portugal,2022-10-28,Johnson&Johnson,1137588
30991,Portugal,2022-10-28,Moderna,3741055
30992,Portugal,2022-10-28,Oxford/AstraZeneca,2270266
30993,Portugal,2022-10-28,Pfizer/BioNTech,17626640
30994,Portugal,2022-11-04,Moderna,3749889
30995,Portugal,2022-11-04,Oxford/AstraZeneca,2270268
30996,Portugal,2022-11-04,Pfizer/BioNTech,17811681
30997,Portugal,2022-11-11,Moderna,3763092
30998,Portugal,2022-11-11,Oxford/AstraZeneca,2270269
30999,Portugal,2022-11-11,Pfizer/BioNTech,17997143
31000,Portugal,2022-11-11,Sinovac,7143
31001,Romania,2020-12-27,Pfizer/BioNTech,965
31002,Romania,2020-12-28,Pfizer/BioNTech,2066
31003,Romania,2020-12-29,Pfizer/BioNTech,2778
31004,Romania,2020-12-30,Pfizer/BioNTech,5666
31005,Romania,2020-12-31,Pfizer/BioNTech,10289
31006,Romania,2021-01-01,Pfizer/BioNTech,11656
31007,Romania,2021-01-02,Pfizer/BioNTech,13242
31008,Romania,2021-01-03,Pfizer/BioNTech,13596
31009,Romania,2021-01-04,Pfizer/BioNTech,25508
31010,Romania,2021-01-05,Pfizer/BioNTech,41609
31011,Romania,2021-01-06,Pfizer/BioNTech,58554
31012,Romania,2021-01-07,Pfizer/BioNTech,76400
31013,Romania,2021-01-08,Pfizer/BioNTech,92706
31014,Romania,2021-01-09,Pfizer/BioNTech,102301
31015,Romania,2021-01-10,Pfizer/BioNTech,108294
31016,Romania,2021-01-11,Pfizer/BioNTech,125190
31017,Romania,2021-01-12,Pfizer/BioNTech,140447
31018,Romania,2021-01-13,Pfizer/BioNTech,154268
31019,Romania,2021-01-14,Pfizer/BioNTech,168089
31020,Romania,2021-01-15,Pfizer/BioNTech,184146
31021,Romania,2021-01-16,Pfizer/BioNTech,196567
31022,Romania,2021-01-17,Pfizer/BioNTech,204662
31023,Romania,2021-01-18,Pfizer/BioNTech,234899
31024,Romania,2021-01-19,Pfizer/BioNTech,269706
31025,Romania,2021-01-20,Pfizer/BioNTech,308044
31026,Romania,2021-01-21,Pfizer/BioNTech,347756
31027,Romania,2021-01-22,Pfizer/BioNTech,385596
31028,Romania,2021-01-23,Pfizer/BioNTech,418545
31029,Romania,2021-01-24,Pfizer/BioNTech,445945
31030,Romania,2021-01-25,Pfizer/BioNTech,484291
31031,Romania,2021-01-26,Pfizer/BioNTech,528038
31032,Romania,2021-01-27,Pfizer/BioNTech,570364
31033,Romania,2021-01-28,Pfizer/BioNTech,609056
31034,Romania,2021-01-29,Pfizer/BioNTech,646660
31035,Romania,2021-01-30,Pfizer/BioNTech,672056
31036,Romania,2021-01-31,Pfizer/BioNTech,691075
31037,Romania,2021-02-01,Pfizer/BioNTech,720844
31038,Romania,2021-02-02,Pfizer/BioNTech,748392
31039,Romania,2021-02-03,Pfizer/BioNTech,771862
31040,Romania,2021-02-04,Moderna,6443
31041,Romania,2021-02-04,Pfizer/BioNTech,788012
31042,Romania,2021-02-05,Moderna,14944
31043,Romania,2021-02-05,Pfizer/BioNTech,806268
31044,Romania,2021-02-06,Moderna,23087
31045,Romania,2021-02-06,Pfizer/BioNTech,817385
31046,Romania,2021-02-07,Moderna,31026
31047,Romania,2021-02-07,Pfizer/BioNTech,824956
31048,Romania,2021-02-08,Moderna,35454
31049,Romania,2021-02-08,Pfizer/BioNTech,855554
31050,Romania,2021-02-09,Moderna,40399
31051,Romania,2021-02-09,Pfizer/BioNTech,889416
31052,Romania,2021-02-10,Moderna,44448
31053,Romania,2021-02-10,Pfizer/BioNTech,926179
31054,Romania,2021-02-11,Moderna,47769
31055,Romania,2021-02-11,Pfizer/BioNTech,961312
31056,Romania,2021-02-12,Moderna,51388
31057,Romania,2021-02-12,Pfizer/BioNTech,997068
31058,Romania,2021-02-13,Moderna,54855
31059,Romania,2021-02-13,Pfizer/BioNTech,1028900
31060,Romania,2021-02-14,Moderna,57881
31061,Romania,2021-02-14,Pfizer/BioNTech,1055753
31062,Romania,2021-02-15,Moderna,60916
31063,Romania,2021-02-15,Oxford/AstraZeneca,6812
31064,Romania,2021-02-15,Pfizer/BioNTech,1083043
31065,Romania,2021-02-16,Moderna,63951
31066,Romania,2021-02-16,Oxford/AstraZeneca,13624
31067,Romania,2021-02-16,Pfizer/BioNTech,1111098
31068,Romania,2021-02-17,Moderna,69323
31069,Romania,2021-02-17,Oxford/AstraZeneca,22956
31070,Romania,2021-02-17,Pfizer/BioNTech,1139713
31071,Romania,2021-02-18,Moderna,71707
31072,Romania,2021-02-18,Oxford/AstraZeneca,31858
31073,Romania,2021-02-18,Pfizer/BioNTech,1168247
31074,Romania,2021-02-19,Moderna,72378
31075,Romania,2021-02-19,Oxford/AstraZeneca,41296
31076,Romania,2021-02-19,Pfizer/BioNTech,1196266
31077,Romania,2021-02-20,Moderna,72676
31078,Romania,2021-02-20,Oxford/AstraZeneca,50440
31079,Romania,2021-02-20,Pfizer/BioNTech,1219748
31080,Romania,2021-02-21,Moderna,72791
31081,Romania,2021-02-21,Oxford/AstraZeneca,58747
31082,Romania,2021-02-21,Pfizer/BioNTech,1239270
31083,Romania,2021-02-22,Moderna,72935
31084,Romania,2021-02-22,Oxford/AstraZeneca,68534
31085,Romania,2021-02-22,Pfizer/BioNTech,1259204
